,0
1726367.0,1.0067851119384097
1726368.0,1.0068598047551056
1726369.0,1.0069344685403325
1726370.0,1.0070091033003206
1726371.0,1.0070837090382778
1726372.0,1.0071582857591048
1726373.0,1.007232833467346
1726374.0,1.007307352173222
1726375.0,1.0073818418727272
1726376.0,1.0074563025770757
1726377.0,1.0075307342906161
1726378.0,1.0076051370166068
1726379.0,1.0076795107626921
1726380.0,1.0077538555281316
1726381.0,1.0078281713261608
1726382.0,1.0079024581521971
1726383.0,1.0079767160199862
1726384.0,1.0080509449283008
1726385.0,1.008125144885893
1726386.0,1.0081993158931786
1726387.0,1.0082734579627217
1726388.0,1.0083475710887864
1726389.0,1.0084216552868626
1726390.0,1.00849571055621
1726391.0,1.0085697369030946
1726392.0,1.008643734331995
1726393.0,1.008717702847525
1726394.0,1.0087916424558019
1726395.0,1.008865553161432
1726396.0,1.0089394349680418
1726397.0,1.0090132878823956
1726398.0,1.0090871119088034
1726399.0,1.0091609070516816
1726400.0,1.009234673316036
1726401.0,1.0093084107089565
1726402.0,1.0093821192314727
1726403.0,1.0094557988898805
1726404.0,1.009529449690087
1726405.0,1.009603071637787
1726406.0,1.0096766647373392
1726407.0,1.0097502289925457
1726408.0,1.009823764408956
1726409.0,1.0098972709945988
1726410.0,1.0099707487463796
1726411.0,1.0100441976785794
1726412.0,1.01011761778785
1726413.0,1.0101910090858235
1726414.0,1.0102643715716626
1726415.0,1.0103377052572609
1726416.0,1.0104110101395114
1726417.0,1.0104842862309955
1726418.0,1.010557533528277
1726419.0,1.0106307520463056
1726420.0,1.0107039417806831
1726421.0,1.0107771027443966
1726422.0,1.0108502349346509
1726423.0,1.0109233383642682
1726424.0,1.0109964130322302
1726425.0,1.011069458944136
1726426.0,1.0111424761083054
1726427.0,1.0112154645261056
1726428.0,1.0112884242030629
1726429.0,1.0113613551471659
1726430.0,1.011434257359295
1726431.0,1.0115071308460681
1726432.0,1.0115799756110369
1726433.0,1.0116527916636515
1726434.0,1.011725579004353
1726435.0,1.0117983376397666
1726436.0,1.0118710675747447
1726437.0,1.011943768813849
1726438.0,1.0120164413616115
1726439.0,1.0120890852244888
1726440.0,1.0121617004069954
1726441.0,1.0122342869122445
1726442.0,1.0123068447471166
1726443.0,1.012379373915987
1726444.0,1.0124518744235023
1726445.0,1.0125243462750984
1726446.0,1.0125967894729362
1726447.0,1.012669204029435
1726448.0,1.012741589939563
1726449.0,1.0128139472165962
1726450.0,1.012886275858877
1726451.0,1.0129585758796464
1726452.0,1.013030847272899
1726453.0,1.0131030900547389
1726454.0,1.0131753042212905
1726455.0,1.0132474897816544
1726456.0,1.0133196467401488
1726457.0,1.01339177510147
1726458.0,1.0134638748698883
1726459.0,1.013535946052058
1726460.0,1.0136079886521387
1726461.0,1.0136800026732258
1726462.0,1.0137519881220358
1726463.0,1.013823945004912
1726464.0,1.0138958733251378
1726465.0,1.0139677730867098
1726466.0,1.0140396442960573
1726467.0,1.0141114869579066
1726468.0,1.014183301077473
1726469.0,1.014255086657915
1726470.0,1.0143268437059474
1726471.0,1.014398572226606
1726472.0,1.0144702722233285
1726473.0,1.0145419437021215
1726474.0,1.0146135866677286
1726475.0,1.014685201123907
1726476.0,1.014756787075675
1726477.0,1.0148283445318316
1726478.0,1.0148998734926968
1726479.0,1.0149713739671715
1726480.0,1.0150428459540262
1726481.0,1.0151142894645326
1726482.0,1.0151857045008859
1726483.0,1.0152570910677148
1726484.0,1.0153284491738104
1726485.0,1.0153997788156883
1726486.0,1.0154710800075037
1726487.0,1.0155423527465393
1726488.0,1.0156135970461437
1726489.0,1.0156848129003695
1726490.0,1.0157560003248953
1726491.0,1.0158271593162744
1726492.0,1.0158982898854714
1726493.0,1.0159693920341981
1726494.0,1.01604046576769
1726495.0,1.0161115110924381
1726496.0,1.0161825280118784
1726497.0,1.0162535165311635
1726498.0,1.016324476655439
1726499.0,1.0163954083890592
1726500.0,1.01646631173799
1726501.0,1.0165371867064281
1726502.0,1.0166080332994518
1726503.0,1.0166788515215988
1726504.0,1.0167496413770565
1726505.0,1.0168204028742407
1726506.0,1.0168911360149857
1726507.0,1.0169618408038668
1726508.0,1.017032517248054
1726509.0,1.0171031653515306
1726510.0,1.0171737851186298
1726511.0,1.017244376553523
1726512.0,1.017314939663413
1726513.0,1.0173854744532425
1726514.0,1.0174559809265284
1726515.0,1.0175264590863518
1726516.0,1.017596908942513
1726517.0,1.0176673304930939
1726518.0,1.0177377237512157
1726519.0,1.0178080887126109
1726520.0,1.0178784253909847
1726521.0,1.017948733786353
1726522.0,1.0180190139044947
1726523.0,1.018089265749911
1726524.0,1.0181594893303634
1726525.0,1.0182296846455368
1726526.0,1.018299851707824
1726527.0,1.0183699905126065
1726528.0,1.0184401010740134
1726529.0,1.0185101833919166
1726530.0,1.0185802374716637
1726531.0,1.018650263317991
1726532.0,1.0187202609365458
1726533.0,1.018790230334415
1726534.0,1.018860171510228
1726535.0,1.018930084474507
1726536.0,1.01899996923178
1726537.0,1.0190698257865722
1726538.0,1.0191396541415272
1726539.0,1.0192094543036903
1726540.0,1.0192792262781976
1726541.0,1.0193489700675389
1726542.0,1.019418685678946
1726543.0,1.0194883731167357
1726544.0,1.0195580323849533
1726545.0,1.0196276634899433
1726546.0,1.0196972664362514
1726547.0,1.0197668412276264
1726548.0,1.0198363878698968
1726549.0,1.019905906366757
1726550.0,1.0199753967281286
1726551.0,1.020044858950752
1726552.0,1.0201142930468874
1726553.0,1.0201836990151087
1726554.0,1.020253076868427
1726555.0,1.0203224266021054
1726556.0,1.0203917482297344
1726557.0,1.0204610417495639
1726558.0,1.0205303071731833
1726559.0,1.020599544497443
1726560.0,1.0206687537347445
1726561.0,1.0207379348844614
1726562.0,1.0208070879541866
1726563.0,1.0208762129487918
1726564.0,1.020945309870526
1726565.0,1.0210143787286579
1726566.0,1.0210834195260765
1726567.0,1.0211524322680767
1726568.0,1.0212214169584763
1726569.0,1.0212903736019074
1726570.0,1.0213593022054788
1726571.0,1.0214282027730162
1726572.0,1.0214970753086108
1726573.0,1.021565919817041
1726574.0,1.021634736306125
1726575.0,1.021703524776659
1726576.0,1.0217722852357105
1726577.0,1.0218410176866841
1726578.0,1.0219097221400588
1726579.0,1.02197839859197
1726580.0,1.0220470470559362
1726581.0,1.0221156675274083
1726582.0,1.0221842600228928
1726583.0,1.0222528245360754
1726584.0,1.0223213610801527
1726585.0,1.0223898696535063
1726586.0,1.0224583502652362
1726587.0,1.0225268029198116
1726588.0,1.0225952276225372
1726589.0,1.0226636243775582
1726590.0,1.022731993186151
1726591.0,1.0228003340616239
1726592.0,1.0228686469994255
1726593.0,1.022936932009957
1726594.0,1.0230051890974694
1726595.0,1.0230734182674133
1726596.0,1.0231416195231302
1726597.0,1.0232097928693016
1726598.0,1.0232779383125146
1726599.0,1.0233460558573246
1726600.0,1.0234141455075372
1726601.0,1.0234822072680312
1726602.0,1.0235502411456574
1726603.0,1.0236182471429554
1726604.0,1.0236862252657324
1726605.0,1.0237541755201396
1726606.0,1.0238220979087833
1726607.0,1.0238899924367262
1726608.0,1.023957859110665
1726609.0,1.0240256979364974
1726610.0,1.0240935089149148
1726611.0,1.0241612920547456
1726612.0,1.0242290473595594
1726613.0,1.0242967748333658
1726614.0,1.02436447448119
1726615.0,1.024432146309461
1726616.0,1.0244997903220598
1726617.0,1.024567406524137
1726618.0,1.024634994918997
1726619.0,1.0247025555171847
1726620.0,1.024770088313872
1726621.0,1.024837593322712
1726622.0,1.024905070542499
1726623.0,1.0249725199833106
1726624.0,1.0250399416462392
1726625.0,1.0251073355384681
1726626.0,1.0251747016621762
1726627.0,1.0252420400282136
1726628.0,1.0253093506327184
1726629.0,1.0253766334901726
1726630.0,1.0254438885958637
1726631.0,1.025511115962228
1726632.0,1.0255783155886624
1726633.0,1.0256454874866527
1726634.0,1.0257126316539098
1726635.0,1.0257797480996107
1726636.0,1.0258468368277494
1726637.0,1.0259138978415359
1726638.0,1.025980931148043
1726639.0,1.0260479367514157
1726640.0,1.0261149146573167
1726641.0,1.0261818648699639
1726642.0,1.026248787393178
1726643.0,1.0263156822331578
1726644.0,1.0263825493960883
1726645.0,1.0264493888837969
1726646.0,1.026516200703368
1726647.0,1.0265829848589756
1726648.0,1.0266497413544806
1726649.0,1.026716470194514
1726650.0,1.0267831713873852
1726651.0,1.0268498449375776
1726652.0,1.0269164908443056
1726653.0,1.026983109120074
1726654.0,1.0270496997633987
1726655.0,1.0271162627841082
1726656.0,1.0271827981815123
1726657.0,1.0272493059682382
1726658.0,1.0273157861403006
1726659.0,1.0273822387101588
1726660.0,1.0274486636765934
1726661.0,1.0275150610516575
1726662.0,1.0275814308320266
1726663.0,1.027647773029361
1726664.0,1.027714087643714
1726665.0,1.0277803746831933
1726666.0,1.027846634151083
1726667.0,1.027912866052466
1726668.0,1.0279790703942777
1726669.0,1.028045247178322
1726670.0,1.0281113964099708
1726671.0,1.0281775180966701
1726672.0,1.0282436122391516
1726673.0,1.0283096788461183
1726674.0,1.028375717921254
1726675.0,1.0284417294689479
1726676.0,1.0285077134929372
1726677.0,1.0285736700007024
1726678.0,1.0286395989958241
1726679.0,1.0287055004820473
1726680.0,1.0287713744658653
1726681.0,1.0288372209541885
1726682.0,1.0289030399457846
1726683.0,1.0289688314524825
1726684.0,1.0290345954723263
1726685.0,1.0291003320179808
1726686.0,1.0291660410858237
1726687.0,1.0292317226889545
1726688.0,1.0292973768236742
1726689.0,1.0293630035023438
1726690.0,1.0294286027268824
1726691.0,1.029494174502613
1726692.0,1.0295597188334011
1726693.0,1.0296252357236138
1726694.0,1.0296907251783194
1726695.0,1.029756187207417
1726696.0,1.0298216218098708
1726697.0,1.0298870289916378
1726698.0,1.029952408758128
1726699.0,1.0300177611161745
1726700.0,1.0300830860671397
1726701.0,1.0301483836178262
1726702.0,1.0302136537736097
1726703.0,1.0302788965382697
1726704.0,1.0303441119168033
1726705.0,1.0304092999141896
1726706.0,1.0304744605362748
1726707.0,1.0305395937866912
1726708.0,1.0306046996687006
1726709.0,1.0306697781910585
1726710.0,1.0307348293569634
1726711.0,1.0307998531709313
1726712.0,1.0308648496375739
1726713.0,1.0309298187629143
1726714.0,1.0309947605513243
1726715.0,1.0310596750060035
1726716.0,1.0311245621351215
1726717.0,1.0311894219393802
1726718.0,1.0312542544272647
1726719.0,1.0313190596026842
1726720.0,1.031383837469332
1726721.0,1.0314485880322823
1726722.0,1.0315133112965968
1726723.0,1.0315780072703165
1726724.0,1.0316426759519814
1726725.0,1.0317073173533027
1726726.0,1.0317719314740716
1726727.0,1.0318365183212954
1726728.0,1.0319010778980977
1726729.0,1.0319656102120562
1726730.0,1.0320301152670177
1726731.0,1.0320945930641243
1726732.0,1.0321590436159527
1726733.0,1.0322234669204473
1726734.0,1.0322878629865961
1726735.0,1.032352231814936
1726736.0,1.0324165734173583
1726737.0,1.0324808877890612
1726738.0,1.032545174944184
1726739.0,1.0326094348824117
1726740.0,1.0326736676093198
1726741.0,1.0327378731316625
1726742.0,1.032802051452415
1726743.0,1.03286620257672
1726744.0,1.0329303265099203
1726745.0,1.0329944232557127
1726746.0,1.033058492820373
1726747.0,1.0331225352086724
1726748.0,1.033186550424726
1726749.0,1.0332505384728212
1726750.0,1.033314499359646
1726751.0,1.033378433089549
1726752.0,1.0334423396647128
1726753.0,1.0335062190930902
1726754.0,1.0335700713793872
1726755.0,1.0336338965276606
1726756.0,1.0336976945447907
1726757.0,1.033761465429761
1726758.0,1.033825209195515
1726759.0,1.0338889258376647
1726760.0,1.0339526153702896
1726761.0,1.0340162777914794
1726762.0,1.0340799131109506
1726763.0,1.0341435213276544
1726764.0,1.0342071024544714
1726765.0,1.034270656487767
1726766.0,1.0343341834394053
1726767.0,1.034397683309029
1726768.0,1.034461156104559
1726769.0,1.0345246018302343
1726770.0,1.0345880204897209
1726771.0,1.0346514120893848
1726772.0,1.0347147766339158
1726773.0,1.0347781141272816
1726774.0,1.0348414245744597
1726775.0,1.0349047079822855
1726776.0,1.0349679643522687
1726777.0,1.0350311936911265
1726778.0,1.035094396004577
1726779.0,1.035157571294366
1726780.0,1.035220719566468
1726781.0,1.0352838408283298
1726782.0,1.0353469350829227
1726783.0,1.0354100023362771
1726784.0,1.0354730425912906
1726785.0,1.035536055853958
1726786.0,1.035599042129883
1726787.0,1.035662001419513
1726788.0,1.035724933734854
1726789.0,1.035787839073377
1726790.0,1.0358507174465337
1726791.0,1.0359135688527232
1726792.0,1.0359763933041806
1726793.0,1.0360391907978719
1726794.0,1.036101961344495
1726795.0,1.0361647049446847
1726796.0,1.0362274216100127
1726797.0,1.036290111335588
1726798.0,1.0363527741351248
1726799.0,1.0364154100067429
1726800.0,1.0364780189631357
1726801.0,1.0365406010001015
1726802.0,1.0366031561279379
1726803.0,1.0366656843504596
1726804.0,1.0367281856718868
1726805.0,1.0367906600967638
1726806.0,1.036853107631072
1726807.0,1.036915528278615
1726808.0,1.0369779220451405
1726809.0,1.0370402889347767
1726810.0,1.0371026289519083
1726811.0,1.0371649421024265
1726812.0,1.0372272283917732
1726813.0,1.0372894878235743
1726814.0,1.0373517204030063
1726815.0,1.037413926133925
1726816.0,1.037476105023202
1726817.0,1.037538257073605
1726818.0,1.0376003822913404
1726819.0,1.0376624806800043
1726820.0,1.0377245522467222
1726821.0,1.0377865969935776
1726822.0,1.0378486149260668
1726823.0,1.0379106060515877
1726824.0,1.0379725703702511
1726825.0,1.0380345078892876
1726826.0,1.0380964186169759
1726827.0,1.038158302552191
1726828.0,1.0382201597047054
1726829.0,1.038281990073902
1726830.0,1.0383437936715396
1726831.0,1.0384055704968107
1726832.0,1.0384673205562378
1726833.0,1.0385290438552135
1726834.0,1.0385907403984205
1726835.0,1.0386524101889814
1726836.0,1.0387140532322658
1726837.0,1.0387756695385535
1726838.0,1.038837259102675
1726839.0,1.038898821940082
1726840.0,1.0389603580459645
1726841.0,1.039021867432003
1726842.0,1.0390833501001784
1726843.0,1.0391448060551312
1726844.0,1.0392062353022309
1726845.0,1.0392676378476449
1726846.0,1.039329013692702
1726847.0,1.0393903628468215
1726848.0,1.0394516853104192
1726849.0,1.039512981090723
1726850.0,1.0395742501927951
1726851.0,1.0396354926199047
1726852.0,1.0396967083774995
1726853.0,1.0397578974694308
1726854.0,1.0398190599043828
1726855.0,1.0398801956814432
1726856.0,1.0399413048095902
1726857.0,1.0400023872929531
1726858.0,1.0400634431360847
1726859.0,1.0401244723428824
1726860.0,1.040185474918245
1726861.0,1.0402464508714542
1726862.0,1.0403074001976242
1726863.0,1.0403683229112402
1726864.0,1.0404292190099735
1726865.0,1.0404900885058308
1726866.0,1.0405509313955814
1726867.0,1.040611747690995
1726868.0,1.040672537391325
1726869.0,1.0407333005063581
1726870.0,1.0407940370380409
1726871.0,1.040854746990337
1726872.0,1.0409154303712604
1726873.0,1.0409760871826648
1726874.0,1.0410367174306858
1726875.0,1.0410973211195396
1726876.0,1.0411578982539265
1726877.0,1.0412184488395777
1726878.0,1.0412789728811909
1726879.0,1.0413394703828942
1726880.0,1.0413999413498323
1726881.0,1.041460385786049
1726882.0,1.0415208036979375
1726883.0,1.0415811950878497
1726884.0,1.0416415599618865
1726885.0,1.0417018983266901
1726886.0,1.0417622101856474
1726887.0,1.041822495542104
1726888.0,1.0418827544026499
1726889.0,1.0419429867723542
1726890.0,1.0420031926540716
1726891.0,1.0420633720548609
1726892.0,1.0421235249763288
1726893.0,1.0421836514274416
1726894.0,1.042243751407843
1726895.0,1.0423038249286636
1726896.0,1.0423638719881956
1726897.0,1.0424238925951987
1726898.0,1.0424838867531505
1726899.0,1.0425438544706664
1726900.0,1.042603795744793
1726901.0,1.0426637105877314
1726902.0,1.0427235989982098
1726903.0,1.042783460988482
1726904.0,1.042843296554517
1726905.0,1.0429031057082903
1726906.0,1.0429628884522697
1726907.0,1.0430226447894693
1726908.0,1.0430823747244795
1726909.0,1.0431420782660634
1726910.0,1.043201755414863
1726911.0,1.0432614061776309
1726912.0,1.0433210305583953
1726913.0,1.0433806285609273
1726914.0,1.0434402001935243
1726915.0,1.0434997454587518
1726916.0,1.043559264360542
1726917.0,1.0436187569058843
1726918.0,1.0436782230971913
1726919.0,1.0437376629410262
1726920.0,1.0437970764413183
1726921.0,1.0438564636024155
1726922.0,1.043915824430235
1726923.0,1.0439751589305555
1726924.0,1.0440344671039425
1726925.0,1.0440937489593332
1726926.0,1.044153004497368
1726927.0,1.0442122337304633
1726928.0,1.0442714366533956
1726929.0,1.044330613280327
1726930.0,1.0443897636069481
1726931.0,1.0444488876484406
1726932.0,1.044507985398499
1726933.0,1.0445670568708405
1726934.0,1.0446261020643663
1726935.0,1.0446851209879742
1726936.0,1.0447441136425315
1726937.0,1.0448030800368393
1726938.0,1.0448620201722285
1726939.0,1.044920934053279
1726940.0,1.0449798216907826
1726941.0,1.045038683081625
1726942.0,1.0450975182343263
1726943.0,1.0451563271547004
1726944.0,1.0452151098461615
1726945.0,1.0452738663130057
1726946.0,1.0453325965598756
1726947.0,1.0453913005931161
1726948.0,1.045449978416415
1726949.0,1.0455086300348693
1726950.0,1.0455672554525615
1726951.0,1.0456258546748995
1726952.0,1.045684427706551
1726953.0,1.045742974550872
1726954.0,1.045801495216408
1726955.0,1.0458599897034233
1726956.0,1.045918458018725
1726957.0,1.045976900168776
1726958.0,1.0460353161536937
1726959.0,1.0460937059849669
1726960.0,1.0461520696596858
1726961.0,1.046210407188814
1726962.0,1.0462687185745105
1726963.0,1.0463270038202874
1726964.0,1.0463852629339296
1726965.0,1.0464434959187405
1726966.0,1.0465017027799426
1726967.0,1.0465598835190781
1726968.0,1.046618038148004
1726969.0,1.0466761666615243
1726970.0,1.0467342690739543
1726971.0,1.0467923453830061
1726972.0,1.0468503955983475
1726973.0,1.0469084197222769
1726974.0,1.0469664177594238
1726975.0,1.0470243897152525
1726976.0,1.047082335595853
1726977.0,1.0471402554038818
1726978.0,1.0471981491429443
1726979.0,1.0472560168220624
1726980.0,1.047313858442072
1726981.0,1.047371674008621
1726982.0,1.047429463528566
1726983.0,1.0474872270033864
1726984.0,1.0475449644393697
1726985.0,1.0476026758417916
1726986.0,1.047660361216486
1726987.0,1.0477180205647705
1726988.0,1.047775653894278
1726989.0,1.0478332612092267
1726990.0,1.0478908425134996
1726991.0,1.047948397811152
1726992.0,1.0480059271089943
1726993.0,1.0480634304114993
1726994.0,1.048120907721422
1726995.0,1.0481783590448277
1726996.0,1.048235784389135
1726997.0,1.0482931837521976
1726998.0,1.0483505571459641
1726999.0,1.0484079045697823
1727000.0,1.0484652260320275
1727001.0,1.0485225215354765
1727002.0,1.048579791085107
1727003.0,1.0486370346858993
1727004.0,1.0486942523443439
1727005.0,1.0487514440607242
1727006.0,1.048808609846926
1727007.0,1.048865749698895
1727008.0,1.048922863628981
1727009.0,1.0489799516358356
1727010.0,1.049037013731054
1727011.0,1.049094049912513
1727012.0,1.049151060187945
1727013.0,1.049208044563502
1727014.0,1.0492650030394293
1727015.0,1.0493219356248444
1727016.0,1.049378842323179
1727017.0,1.0494357231403288
1727018.0,1.0494925780778663
1727019.0,1.0495494071432292
1727020.0,1.0496062103398396
1727021.0,1.049662987673094
1727022.0,1.0497197391477124
1727023.0,1.0497764647668628
1727024.0,1.049833164538121
1727025.0,1.0498898384631334
1727026.0,1.049946486549515
1727027.0,1.0500031088002268
1727028.0,1.0500597052189113
1727029.0,1.0501162758119365
1727030.0,1.0501728205861083
1727031.0,1.0502293395416404
1727032.0,1.0502858326869853
1727033.0,1.0503423000228982
1727034.0,1.0503987415602138
1727035.0,1.0504551572961862
1727036.0,1.0505115472428104
1727037.0,1.0505679113969533
1727038.0,1.0506242497730531
1727039.0,1.0506805623658875
1727040.0,1.0507368491872
1727041.0,1.050793110238482
1727042.0,1.0508493455251864
1727043.0,1.0509055550510933
1727044.0,1.0509617388212231
1727045.0,1.0510178968422987
1727046.0,1.0510740291176686
1727047.0,1.0511301356508669
1727048.0,1.0511862164498045
1727049.0,1.051242271514595
1727050.0,1.0512983008538241
1727051.0,1.0513543044705955
1727052.0,1.0514102823699225
1727053.0,1.051466234555599
1727054.0,1.0515221610336234
1727055.0,1.0515780618087738
1727056.0,1.0516339368842713
1727057.0,1.0516897862648111
1727058.0,1.0517456099592208
1727059.0,1.0518014079655666
1727060.0,1.0518571802954795
1727061.0,1.0519129269455658
1727062.0,1.0519686479299095
1727063.0,1.052024343244674
1727064.0,1.0520800128992258
1727065.0,1.0521356568991038
1727066.0,1.0521912752448674
1727067.0,1.0522468679447368
1727068.0,1.0523024350024066
1727069.0,1.052357976422199
1727070.0,1.052413492207894
1727071.0,1.0524689823686444
1727072.0,1.0525244469013793
1727073.0,1.052579885817498
1727074.0,1.0526352991185666
1727075.0,1.0526906868110275
1727076.0,1.0527460488984002
1727077.0,1.052801385384632
1727078.0,1.052856696275977
1727079.0,1.052911981577069
1727080.0,1.0529672412914386
1727081.0,1.0530224754248434
1727082.0,1.0530776839810194
1727083.0,1.053132866965674
1727084.0,1.0531880243826761
1727085.0,1.0532431562361453
1727086.0,1.0532982625325071
1727087.0,1.053353343274226
1727088.0,1.053408398467575
1727089.0,1.0534634281180535
1727090.0,1.053518432228539
1727091.0,1.0535734108051558
1727092.0,1.0536283638511994
1727093.0,1.0536832913733503
1727094.0,1.0537381933727406
1727095.0,1.0537930698573352
1727096.0,1.0538479208310805
1727097.0,1.053902746298313
1727098.0,1.053957546261948
1727099.0,1.0540123207297687
1727100.0,1.0540670697056163
1727101.0,1.0541217931945477
1727102.0,1.054176491197068
1727103.0,1.0542311637229682
1727104.0,1.0542858107744835
1727105.0,1.054340432356955
1727106.0,1.0543950284731207
1727107.0,1.054449599133069
1727108.0,1.0545041443343839
1727109.0,1.0545586640882707
1727110.0,1.0546131583941964
1727111.0,1.0546676272605124
1727112.0,1.0547220706876437
1727113.0,1.0547764886869422
1727114.0,1.0548308812549696
1727115.0,1.0548852484034388
1727116.0,1.054939590133152
1727117.0,1.0549939064485814
1727118.0,1.055048197355891
1727119.0,1.055102462859732
1727120.0,1.0551567029645526
1727121.0,1.0552109176746918
1727122.0,1.0552651069944436
1727123.0,1.0553192709294503
1727124.0,1.055373409484647
1727125.0,1.0554275226628245
1727126.0,1.0554816104701636
1727127.0,1.0555356729115608
1727128.0,1.055589709989228
1727129.0,1.0556437217091137
1727130.0,1.0556977080778163
1727131.0,1.055751669100803
1727132.0,1.0558056047760447
1727133.0,1.0558595151157382
1727134.0,1.055913400118682
1727135.0,1.0559672597961538
1727136.0,1.0560210941443249
1727137.0,1.0560749031759031
1727138.0,1.0561286868901885
1727139.0,1.056182445295197
1727140.0,1.0562361783910579
1727141.0,1.0562898861896375
1727142.0,1.0563435686872402
1727143.0,1.0563972258969136
1727144.0,1.0564508578150797
1727145.0,1.056504464451626
1727146.0,1.0565580458103392
1727147.0,1.0566116018943514
1727148.0,1.0566651327112477
1727149.0,1.056718638262876
1727150.0,1.05677211855378
1727151.0,1.0568255735906076
1727152.0,1.0568790033769973
1727153.0,1.056932407917274
1727154.0,1.0569857872161457
1727155.0,1.057039141279664
1727156.0,1.0570924701095599
1727157.0,1.0571457737134469
1727158.0,1.0571990520944312
1727159.0,1.0572523052563763
1727160.0,1.057305533205084
1727161.0,1.0573587359465224
1727162.0,1.0574119134823878
1727163.0,1.057465065821075
1727164.0,1.057518192961577
1727165.0,1.0575712949154328
1727166.0,1.0576243716804246
1727167.0,1.0576774232680428
1727168.0,1.0577304496747288
1727169.0,1.0577834509126018
1727170.0,1.0578364269832372
1727171.0,1.057889377890512
1727172.0,1.0579423036415807
1727173.0,1.057995204237721
1727174.0,1.0580480796842395
1727175.0,1.0581009299906805
1727176.0,1.0581537551560452
1727177.0,1.0582065551864401
1727178.0,1.058259330085589
1727179.0,1.058312079861512
1727180.0,1.0583648045144656
1727181.0,1.0584175040524175
1727182.0,1.0584701784783594
1727183.0,1.0585228277975172
1727184.0,1.0585754520137671
1727185.0,1.058628051132831
1727186.0,1.058680625159115
1727187.0,1.058733174095606
1727188.0,1.0587856979489612
1727189.0,1.0588381967211045
1727190.0,1.058890670419887
1727191.0,1.0589431190492729
1727192.0,1.0589955426127002
1727193.0,1.0590479411159759
1727194.0,1.0591003145621665
1727195.0,1.0591526629561947
1727196.0,1.0592049863041966
1727197.0,1.0592572846095842
1727198.0,1.0593095578767928
1727199.0,1.0593618061103025
1727200.0,1.0594140293166265
1727201.0,1.059466227497937
1727202.0,1.0595184006588498
1727203.0,1.0595705488070977
1727204.0,1.0596226719432242
1727205.0,1.0596747700760956
1727206.0,1.0597268432056073
1727207.0,1.0597788913407924
1727208.0,1.0598309144819302
1727209.0,1.0598829126369678
1727210.0,1.0599348858098776
1727211.0,1.0599868340016436
1727212.0,1.060038757224665
1727213.0,1.0600906554748466
1727214.0,1.060142528764712
1727215.0,1.0601943770908484
1727216.0,1.0602462004648079
1727217.0,1.060297998886139
1727218.0,1.0603497723639177
1727219.0,1.0604015208995239
1727220.0,1.0604532444973267
1727221.0,1.0605049431641225
1727222.0,1.0605566169036664
1727223.0,1.0606082657188336
1727224.0,1.0606598896177486
1727225.0,1.0607114886010902
1727226.0,1.0607630626761773
1727227.0,1.0608146118465762
1727228.0,1.060866136116894
1727229.0,1.0609176354914256
1727230.0,1.0609691099756833
1727231.0,1.0610205595743682
1727232.0,1.0610719842886094
1727233.0,1.0611233841271699
